IU_ID,IU_ID_Full
66059,SDN66059
66057,SDN66057
66061,SDN66061
66058,SDN66058
66097,SDN66097
66092,SDN66092
66095,SDN66095
66096,SDN66096
66016,SDN66016
66054,SDN66054
66051,SDN66051
66050,SDN66050
66049,SDN66049
66053,SDN66053
66052,SDN66052
66046,SDN66046
66045,SDN66045
66048,SDN66048
66047,SDN66047
66099,SDN66099
66102,SDN66102
66104,SDN66104
66103,SDN66103
66100,SDN66100
66101,SDN66101
66089,SDN66089
66087,SDN66087
66084,SDN66084
66088,SDN66088
66086,SDN66086
66085,SDN66085
66090,SDN66090
66158,SDN66158
66154,SDN66154
66083,SDN66083
66081,SDN66081
66082,SDN66082
66079,SDN66079
66080,SDN66080
66150,SDN66150
66159,SDN66159
66007,SDN66007
66004,SDN66004
66006,SDN66006
66005,SDN66005
66001,SDN66001
66002,SDN66002
66003,SDN66003
66023,SDN66023
66021,SDN66021
66024,SDN66024
66020,SDN66020
66019,SDN66019
66105,SDN66105
66111,SDN66111
66106,SDN66106
66107,SDN66107
66108,SDN66108
66109,SDN66109
66110,SDN66110
66160,SDN66160
66167,SDN66167
66165,SDN66165
66164,SDN66164
66166,SDN66166
66162,SDN66162
66161,SDN66161
66008,SDN66008
66009,SDN66009
66015,SDN66015
66012,SDN66012
66010,SDN66010
66013,SDN66013
66011,SDN66011
66017,SDN66017
66014,SDN66014
66093,SDN66093
66022,SDN66022
66091,SDN66091
66098,SDN66098
66163,SDN66163
66156,SDN66156
66155,SDN66155
66151,SDN66151
66130,SDN66130
66140,SDN66140
66134,SDN66134
66141,SDN66141
66152,SDN66152
66138,SDN66138
66132,SDN66132
66133,SDN66133
66136,SDN66136
66139,SDN66139
66137,SDN66137
66131,SDN66131
66153,SDN66153
44383,SSD44383
66157,SDN66157
66135,SDN66135
66018,SDN66018
66094,SDN66094
46638,TZA46638
46593,TZA46593
46534,TZA46534
46600,TZA46600
46481,TZA46481
46578,TZA46578
46489,TZA46489
46502,TZA46502
46513,TZA46513
46625,TZA46625
46473,TZA46473
46618,TZA46618
46464,TZA46464
46553,TZA46553
46569,TZA46569
46607,TZA46607
46510,TZA46510
46592,TZA46592
46531,TZA46531
46587,TZA46587
46564,TZA46564
46487,TZA46487
46605,TZA46605
46466,TZA46466
46596,TZA46596
46500,TZA46500
46572,TZA46572
46590,TZA46590
46616,TZA46616
46514,TZA46514
46560,TZA46560
46539,TZA46539
46463,TZA46463
46475,TZA46475
46485,TZA46485
46509,TZA46509
46556,TZA46556
46480,TZA46480
46530,TZA46530
46603,TZA46603
46585,TZA46585
46580,TZA46580
46570,TZA46570
46459,TZA46459
46482,TZA46482
46504,TZA46504
46574,TZA46574
46474,TZA46474
46536,TZA46536
46567,TZA46567
46644,TZA46644
46551,TZA46551
46582,TZA46582
46479,TZA46479
46598,TZA46598
46620,TZA46620
46492,TZA46492
46527,TZA46527
46517,TZA46517
46579,TZA46579
46562,TZA46562
46511,TZA46511
46591,TZA46591
46624,TZA46624
46611,TZA46611
46486,TZA46486
46476,TZA46476
46631,TZA46631
46470,TZA46470
46461,TZA46461
46483,TZA46483
46559,TZA46559
46516,TZA46516
46597,TZA46597
46576,TZA46576
46507,TZA46507
46568,TZA46568
46542,TZA46542
46604,TZA46604
46586,TZA46586
46581,TZA46581
46557,TZA46557
46622,TZA46622
46550,TZA46550
46610,TZA46610
46595,TZA46595
46477,TZA46477
46472,TZA46472
46506,TZA46506
46599,TZA46599
46535,TZA46535
46565,TZA46565
46589,TZA46589
46548,TZA46548
46554,TZA46554
46528,TZA46528
46583,TZA46583
46493,TZA46493
46465,TZA46465
46518,TZA46518
46577,TZA46577
46563,TZA46563
46608,TZA46608
46505,TZA46505
46460,TZA46460
46469,TZA46469
46498,TZA46498
46488,TZA46488
46613,TZA46613
46558,TZA46558
46515,TZA46515
46575,TZA46575
46566,TZA46566
46540,TZA46540
46602,TZA46602
46508,TZA46508
46549,TZA46549
46555,TZA46555
46584,TZA46584
46529,TZA46529
46609,TZA46609
46526,TZA46526
46471,TZA46471
46499,TZA46499
46606,TZA46606
46573,TZA46573
46615,TZA46615
46462,TZA46462
46552,TZA46552
46537,TZA46537
46491,TZA46491
46561,TZA46561
46512,TZA46512
46619,TZA46619
46501,TZA46501
46490,TZA46490
46538,TZA46538
46617,TZA46617
46541,TZA46541
46614,TZA46614
46543,TZA46543
46503,TZA46503
46547,TZA46547
46546,TZA46546
46544,TZA46544
46494,TZA46494
46496,TZA46496
46621,TZA46621
46519,TZA46519
46521,TZA46521
46523,TZA46523
46524,TZA46524
46522,TZA46522
46520,TZA46520
46594,TZA46594
46478,TZA46478
46627,TZA46627
46533,TZA46533
46643,TZA46643
46642,TZA46642
46497,TZA46497
46532,TZA46532
46634,TZA46634
46646,TZA46646
46612,TZA46612
46484,TZA46484
46636,TZA46636
46525,TZA46525
46571,TZA46571
46632,TZA46632
46545,TZA46545
46639,TZA46639
46601,TZA46601
46468,TZA46468
46640,TZA46640
46633,TZA46633
46641,TZA46641
46630,TZA46630
46628,TZA46628
46635,TZA46635
46645,TZA46645
46467,TZA46467
46626,TZA46626
46623,TZA46623
46495,TZA46495
46457,TZA46457
48699,TGO48699
48693,TGO48693
48688,TGO48688
48682,TGO48682
48678,TGO48678
48675,TGO48675
48673,TGO48673
48671,TGO48671
48698,TGO48698
48669,TGO48669
48690,TGO48690
48676,TGO48676
48700,TGO48700
48711,TGO48711
48683,TGO48683
48672,TGO48672
48668,TGO48668
48681,TGO48681
48708,TGO48708
48704,TGO48704
48705,TGO48705
48706,TGO48706
48697,TGO48697
48674,TGO48674
48670,TGO48670
48695,TGO48695
48666,TGO48666
48694,TGO48694
48689,TGO48689
48696,TGO48696
48680,TGO48680
48677,TGO48677
48691,TGO48691
48692,TGO48692
48712,TGO48712
48686,TGO48686
48684,TGO48684
48687,TGO48687
48685,TGO48685
48701,TGO48701
48707,TGO48707
48709,TGO48709
48710,TGO48710
48713,TGO48713
49745,UGA49745
49759,UGA49759
49761,UGA49761
49769,UGA49769
49774,UGA49774
49776,UGA49776
49758,UGA49758
49788,UGA49788
49789,UGA49789
49790,UGA49790
49731,UGA49731
49795,UGA49795
49791,UGA49791
49823,UGA49823
49811,UGA49811
49815,UGA49815
49709,UGA49709
49716,UGA49716
49717,UGA49717
49728,UGA49728
49812,UGA49812
49814,UGA49814
49706,UGA49706
49707,UGA49707
49708,UGA49708
49711,UGA49711
49733,UGA49733
49734,UGA49734
49827,UGA49827
49817,UGA49817
49805,UGA49805
49781,UGA49781
49803,UGA49803
49771,UGA49771
49767,UGA49767
49810,UGA49810
49715,UGA49715
49765,UGA49765
49762,UGA49762
49770,UGA49770
49808,UGA49808
49796,UGA49796
49719,UGA49719
49727,UGA49727
49723,UGA49723
49729,UGA49729
49833,UGA49833
49740,UGA49740
49743,UGA49743
49746,UGA49746
49732,UGA49732
49768,UGA49768
49751,UGA49751
49756,UGA49756
49834,UGA49834
49779,UGA49779
49780,UGA49780
49792,UGA49792
49804,UGA49804
49710,UGA49710
49837,UGA49837
49772,UGA49772
49754,UGA49754
49755,UGA49755
49714,UGA49714
49797,UGA49797
49838,UGA49838
49794,UGA49794
49802,UGA49802
49713,UGA49713
49816,UGA49816
49720,UGA49720
49799,UGA49799
49722,UGA49722
49737,UGA49737
49741,UGA49741
49742,UGA49742
49840,UGA49840
49749,UGA49749
49750,UGA49750
49752,UGA49752
49841,UGA49841
49757,UGA49757
49778,UGA49778
49842,UGA49842
49800,UGA49800
49806,UGA49806
49766,UGA49766
49784,UGA49784
49836,UGA49836
49801,UGA49801
49724,UGA49724
49787,UGA49787
49813,UGA49813
49785,UGA49785
49775,UGA49775
49726,UGA49726
49735,UGA49735
49730,UGA49730
49783,UGA49783
49725,UGA49725
49718,UGA49718
49773,UGA49773
49747,UGA49747
49763,UGA49763
49798,UGA49798
49809,UGA49809
49760,UGA49760
49721,UGA49721
49739,UGA49739
49818,UGA49818
49819,UGA49819
49820,UGA49820
49821,UGA49821
49753,UGA49753
49807,UGA49807
49824,UGA49824
49826,UGA49826
49828,UGA49828
49793,UGA49793
49829,UGA49829
49777,UGA49777
49830,UGA49830
49832,UGA49832
49738,UGA49738
49835,UGA49835
49712,UGA49712
49744,UGA49744
49782,UGA49782
49839,UGA49839
49736,UGA49736
49748,UGA49748
49764,UGA49764
49786,UGA49786
49843,UGA49843
57211,YEM57211
57227,YEM57227
57029,YEM57029
57214,YEM57214
57225,YEM57225
57219,YEM57219
57213,YEM57213
57208,YEM57208
57224,YEM57224
57218,YEM57218
57002,YEM57002
57025,YEM57025
57216,YEM57216
57007,YEM57007
57004,YEM57004
57022,YEM57022
57209,YEM57209
57006,YEM57006
57223,YEM57223
57009,YEM57009
57222,YEM57222
57221,YEM57221
57212,YEM57212
57008,YEM57008
57215,YEM57215
57217,YEM57217
57220,YEM57220
57010,YEM57010
57003,YEM57003
57021,YEM57021
57226,YEM57226
57210,YEM57210
57028,YEM57028
57001,YEM57001
57011,YEM57011
57005,YEM57005
57020,YEM57020
57024,YEM57024
57027,YEM57027
57023,YEM57023
57045,YEM57045
57026,YEM57026
57044,YEM57044
57041,YEM57041
57042,YEM57042
57038,YEM57038
57040,YEM57040
57039,YEM57039
57043,YEM57043
57033,YEM57033
57046,YEM57046
57032,YEM57032
57037,YEM57037
57047,YEM57047
57035,YEM57035
57049,YEM57049
57031,YEM57031
57048,YEM57048
57036,YEM57036
57030,YEM57030
57244,YEM57244
57034,YEM57034
57311,YEM57311
57086,YEM57086
57327,YEM57327
57295,YEM57295
57333,YEM57333
57305,YEM57305
57332,YEM57332
57325,YEM57325
57152,YEM57152
57321,YEM57321
57328,YEM57328
57176,YEM57176
57162,YEM57162
57323,YEM57323
57326,YEM57326
57318,YEM57318
57329,YEM57329
57314,YEM57314
57315,YEM57315
57149,YEM57149
57324,YEM57324
57330,YEM57330
57319,YEM57319
57322,YEM57322
57316,YEM57316
57317,YEM57317
57320,YEM57320
57153,YEM57153
57312,YEM57312
57095,YEM57095
57313,YEM57313
57331,YEM57331
57090,YEM57090
57092,YEM57092
57087,YEM57087
57091,YEM57091
57089,YEM57089
57085,YEM57085
57088,YEM57088
57093,YEM57093
57096,YEM57096
57171,YEM57171
57094,YEM57094
57188,YEM57188
57169,YEM57169
57193,YEM57193
57201,YEM57201
57179,YEM57179
57178,YEM57178
57194,YEM57194
57205,YEM57205
57202,YEM57202
57199,YEM57199
57181,YEM57181
57197,YEM57197
57170,YEM57170
57195,YEM57195
57187,YEM57187
57190,YEM57190
57180,YEM57180
57183,YEM57183
57184,YEM57184
57172,YEM57172
57182,YEM57182
57200,YEM57200
57196,YEM57196
57186,YEM57186
57198,YEM57198
57206,YEM57206
57157,YEM57157
57177,YEM57177
57203,YEM57203
57185,YEM57185
57070,YEM57070
57189,YEM57189
57191,YEM57191
57192,YEM57192
57161,YEM57161
57207,YEM57207
57204,YEM57204
57075,YEM57075
57068,YEM57068
57083,YEM57083
57073,YEM57073
57072,YEM57072
57160,YEM57160
57066,YEM57066
57159,YEM57159
57076,YEM57076
57061,YEM57061
57059,YEM57059
57163,YEM57163
57078,YEM57078
57080,YEM57080
57077,YEM57077
57069,YEM57069
57060,YEM57060
57062,YEM57062
57277,YEM57277
57079,YEM57079
57064,YEM57064
57081,YEM57081
57082,YEM57082
57067,YEM57067
57065,YEM57065
57071,YEM57071
57084,YEM57084
57063,YEM57063
57074,YEM57074
57168,YEM57168
57173,YEM57173
57156,YEM57156
57155,YEM57155
57147,YEM57147
57174,YEM57174
57167,YEM57167
57154,YEM57154
57148,YEM57148
57175,YEM57175
57158,YEM57158
57150,YEM57150
57151,YEM57151
57165,YEM57165
57135,YEM57135
57141,YEM57141
57143,YEM57143
57140,YEM57140
57304,YEM57304
57301,YEM57301
57309,YEM57309
57142,YEM57142
57294,YEM57294
57144,YEM57144
57145,YEM57145
57146,YEM57146
57138,YEM57138
57137,YEM57137
57299,YEM57299
57306,YEM57306
57139,YEM57139
57302,YEM57302
57136,YEM57136
57300,YEM57300
57298,YEM57298
57307,YEM57307
57308,YEM57308
57303,YEM57303
57296,YEM57296
57297,YEM57297
57310,YEM57310
57266,YEM57266
57272,YEM57272
57271,YEM57271
57267,YEM57267
57273,YEM57273
57264,YEM57264
57281,YEM57281
57268,YEM57268
57276,YEM57276
57270,YEM57270
57013,YEM57013
57275,YEM57275
57265,YEM57265
57263,YEM57263
57287,YEM57287
57269,YEM57269
57274,YEM57274
57291,YEM57291
57284,YEM57284
57293,YEM57293
57286,YEM57286
57282,YEM57282
57285,YEM57285
57255,YEM57255
57278,YEM57278
57292,YEM57292
57279,YEM57279
57289,YEM57289
57290,YEM57290
57253,YEM57253
57283,YEM57283
57280,YEM57280
57288,YEM57288
57017,YEM57017
57015,YEM57015
57012,YEM57012
57016,YEM57016
57014,YEM57014
57018,YEM57018
57019,YEM57019
57228,YEM57228
57241,YEM57241
57229,YEM57229
57242,YEM57242
57251,YEM57251
57236,YEM57236
57237,YEM57237
57254,YEM57254
57249,YEM57249
57247,YEM57247
57238,YEM57238
57234,YEM57234
57230,YEM57230
57245,YEM57245
57235,YEM57235
57239,YEM57239
57233,YEM57233
57256,YEM57256
57232,YEM57232
57231,YEM57231
57240,YEM57240
57246,YEM57246
57250,YEM57250
57243,YEM57243
57252,YEM57252
57248,YEM57248
57114,YEM57114
57099,YEM57099
57110,YEM57110
57100,YEM57100
57101,YEM57101
57109,YEM57109
57098,YEM57098
57107,YEM57107
57104,YEM57104
57113,YEM57113
57112,YEM57112
57111,YEM57111
57106,YEM57106
57108,YEM57108
57105,YEM57105
57097,YEM57097
57102,YEM57102
57103,YEM57103
57124,YEM57124
57125,YEM57125
57115,YEM57115
57116,YEM57116
57121,YEM57121
57129,YEM57129
57132,YEM57132
57131,YEM57131
57134,YEM57134
57127,YEM57127
57130,YEM57130
57123,YEM57123
57119,YEM57119
57118,YEM57118
57117,YEM57117
57133,YEM57133
57122,YEM57122
57128,YEM57128
57052,YEM57052
57126,YEM57126
57120,YEM57120
57053,YEM57053
57056,YEM57056
57057,YEM57057
57050,YEM57050
57055,YEM57055
57058,YEM57058
57054,YEM57054
57051,YEM57051
57260,YEM57260
57259,YEM57259
57257,YEM57257
57262,YEM57262
57261,YEM57261
57258,YEM57258
57164,YEM57164
57166,YEM57166
51896,TZZ51896
51894,TZZ51894
51898,TZZ51898
51900,TZZ51900
51893,TZZ51893
51895,TZZ51895
51899,TZZ51899
51892,TZZ51892
51901,TZZ51901
51897,TZZ51897
51902,TZZ51902
12829,COG12829
12786,COG12786
12828,COG12828
12840,COG12840
12805,COG12805
12834,COG12834
12789,COG12789
12806,COG12806
12824,COG12824
12802,COG12802
12822,COG12822
12837,COG12837
12830,COG12830
12780,COG12780
12823,COG12823
12836,COG12836
12775,COG12775
12803,COG12803
12844,COG12844
12814,COG12814
12826,COG12826
12808,COG12808
12846,COG12846
12842,COG12842
12843,COG12843
12848,COG12848
12841,COG12841
12810,COG12810
12768,COG12768
12800,COG12800
12791,COG12791
12833,COG12833
12825,COG12825
12838,COG12838
12763,COG12763
12784,COG12784
12765,COG12765
12831,COG12831
12849,COG12849
12778,COG12778
12777,COG12777
12839,COG12839
12850,COG12850
12847,COG12847
12773,COG12773
12835,COG12835
12807,COG12807
12811,COG12811
12785,COG12785
12832,COG12832
12798,COG12798
12813,COG12813
52908,ZWE52908
52950,ZWE52950
52935,ZWE52935
52949,ZWE52949
52903,ZWE52903
52942,ZWE52942
52930,ZWE52930
52919,ZWE52919
52941,ZWE52941
52936,ZWE52936
52947,ZWE52947
52944,ZWE52944
52960,ZWE52960
52954,ZWE52954
52928,ZWE52928
52918,ZWE52918
52906,ZWE52906
52932,ZWE52932
52915,ZWE52915
52948,ZWE52948
52910,ZWE52910
52917,ZWE52917
52946,ZWE52946
52925,ZWE52925
52957,ZWE52957
52933,ZWE52933
52958,ZWE52958
52955,ZWE52955
52943,ZWE52943
52931,ZWE52931
52939,ZWE52939
52923,ZWE52923
52927,ZWE52927
52909,ZWE52909
52926,ZWE52926
52940,ZWE52940
52961,ZWE52961
52922,ZWE52922
52911,ZWE52911
52924,ZWE52924
52951,ZWE52951
52920,ZWE52920
52914,ZWE52914
52907,ZWE52907
52902,ZWE52902
52938,ZWE52938
52929,ZWE52929
52916,ZWE52916
52956,ZWE52956
52912,ZWE52912
52937,ZWE52937
52953,ZWE52953
52959,ZWE52959
52921,ZWE52921
52934,ZWE52934
52905,ZWE52905
52952,ZWE52952
52904,ZWE52904
52962,ZWE52962
52913,ZWE52913
52945,ZWE52945
52965,ZWE52965
52963,ZWE52963
14055,COD14055
14027,COD14027
14047,COD14047
14038,COD14038
14035,COD14035
14336,COD14336
14054,COD14054
14028,COD14028
14046,COD14046
14015,COD14015
14026,COD14026
14009,COD14009
14022,COD14022
14057,COD14057
14037,COD14037
14044,COD14044
14041,COD14041
14049,COD14049
14050,COD14050
14030,COD14030
14020,COD14020
14017,COD14017
14032,COD14032
14018,COD14018
14036,COD14036
14043,COD14043
14056,COD14056
14034,COD14034
14023,COD14023
14012,COD14012
14013,COD14013
14024,COD14024
14042,COD14042
14014,COD14014
14011,COD14011
14039,COD14039
14045,COD14045
14016,COD14016
14040,COD14040
14033,COD14033
14051,COD14051
14031,COD14031
14021,COD14021
14025,COD14025
14010,COD14010
14019,COD14019
14052,COD14052
13954,COD13954
14004,COD14004
13978,COD13978
14340,COD14340
13997,COD13997
13968,COD13968
13979,COD13979
13999,COD13999
14110,COD14110
13906,COD13906
13890,COD13890
13880,COD13880
13869,COD13869
13870,COD13870
13894,COD13894
13872,COD13872
13884,COD13884
13897,COD13897
13898,COD13898
13881,COD13881
13874,COD13874
13885,COD13885
13875,COD13875
13891,COD13891
13868,COD13868
13889,COD13889
13883,COD13883
13879,COD13879
13994,COD13994
13857,COD13857
13822,COD13822
13820,COD13820
13847,COD13847
14335,COD14335
13827,COD13827
13829,COD13829
13843,COD13843
13840,COD13840
13823,COD13823
13816,COD13816
13818,COD13818
13831,COD13831
13836,COD13836
13846,COD13846
13825,COD13825
13865,COD13865
13858,COD13858
13845,COD13845
13849,COD13849
13838,COD13838
13833,COD13833
13819,COD13819
14285,COD14285
14276,COD14276
14226,COD14226
14227,COD14227
14228,COD14228
14292,COD14292
14290,COD14290
14289,COD14289
14244,COD14244
14293,COD14293
14225,COD14225
14223,COD14223
14222,COD14222
14234,COD14234
14282,COD14282
14241,COD14241
13864,COD13864
13824,COD13824
13862,COD13862
13853,COD13853
13839,COD13839
13851,COD13851
13859,COD13859
13888,COD13888
13893,COD13893
14155,COD14155
14153,COD14153
14130,COD14130
14136,COD14136
14144,COD14144
14152,COD14152
14142,COD14142
14146,COD14146
14127,COD14127
14140,COD14140
14145,COD14145
14134,COD14134
14133,COD14133
14131,COD14131
14147,COD14147
14156,COD14156
14126,COD14126
14160,COD14160
14150,COD14150
14141,COD14141
14135,COD14135
14157,COD14157
14128,COD14128
14129,COD14129
13835,COD13835
14154,COD14154
13895,COD13895
14158,COD14158
13981,COD13981
14006,COD14006
14139,COD14139
14137,COD14137
13923,COD13923
13933,COD13933
13937,COD13937
13900,COD13900
13949,COD13949
13919,COD13919
13904,COD13904
13962,COD13962
13916,COD13916
13932,COD13932
13911,COD13911
13927,COD13927
13945,COD13945
13920,COD13920
13955,COD13955
14168,COD14168
14169,COD14169
14161,COD14161
14143,COD14143
14159,COD14159
14259,COD14259
14264,COD14264
14247,COD14247
14283,COD14283
14077,COD14077
14073,COD14073
14084,COD14084
14063,COD14063
14093,COD14093
14060,COD14060
14088,COD14088
14107,COD14107
14177,COD14177
14167,COD14167
14170,COD14170
14176,COD14176
14166,COD14166
14116,COD14116
14117,COD14117
14163,COD14163
14174,COD14174
14165,COD14165
14294,COD14294
14216,COD14216
13938,COD13938
13964,COD13964
13899,COD13899
13963,COD13963
13958,COD13958
13917,COD13917
13921,COD13921
13948,COD13948
13924,COD13924
14274,COD14274
14173,COD14173
14256,COD14256
14287,COD14287
14171,COD14171
13834,COD13834
13832,COD13832
13861,COD13861
13877,COD13877
14148,COD14148
13876,COD13876
13896,COD13896
13873,COD13873
13882,COD13882
13878,COD13878
13886,COD13886
13871,COD13871
13887,COD13887
13907,COD13907
13943,COD13943
13965,COD13965
13934,COD13934
13903,COD13903
13926,COD13926
13946,COD13946
13960,COD13960
14266,COD14266
14232,COD14232
14229,COD14229
14217,COD14217
14273,COD14273
13830,COD13830
13826,COD13826
13985,COD13985
13852,COD13852
14097,COD14097
14108,COD14108
14067,COD14067
14061,COD14061
14068,COD14068
14069,COD14069
14123,COD14123
14086,COD14086
14096,COD14096
14059,COD14059
14114,COD14114
14104,COD14104
14113,COD14113
14105,COD14105
14092,COD14092
14076,COD14076
13837,COD13837
14087,COD14087
14074,COD14074
14124,COD14124
14119,COD14119
14103,COD14103
14112,COD14112
14091,COD14091
14081,COD14081
14118,COD14118
14337,COD14337
14080,COD14080
14120,COD14120
13982,COD13982
14008,COD14008
13976,COD13976
13989,COD13989
13969,COD13969
14000,COD14000
14007,COD14007
13975,COD13975
14332,COD14332
14005,COD14005
13995,COD13995
13972,COD13972
13996,COD13996
13990,COD13990
13984,COD13984
14002,COD14002
14058,COD14058
13970,COD13970
14001,COD14001
14338,COD14338
13993,COD13993
13986,COD13986
13983,COD13983
14003,COD14003
13987,COD13987
13977,COD13977
14280,COD14280
14233,COD14233
14246,COD14246
14253,COD14253
14263,COD14263
14235,COD14235
14240,COD14240
14237,COD14237
14281,COD14281
14277,COD14277
14271,COD14271
14270,COD14270
14224,COD14224
14249,COD14249
14267,COD14267
14250,COD14250
14242,COD14242
14231,COD14231
14269,COD14269
14262,COD14262
13992,COD13992
14254,COD14254
14330,COD14330
14245,COD14245
14286,COD14286
14236,COD14236
14275,COD14275
14268,COD14268
14279,COD14279
14261,COD14261
14278,COD14278
14255,COD14255
14218,COD14218
14272,COD14272
14258,COD14258
14260,COD14260
14248,COD14248
14230,COD14230
14251,COD14251
14219,COD14219
14214,COD14214
14220,COD14220
14215,COD14215
14221,COD14221
14239,COD14239
14243,COD14243
14238,COD14238
14288,COD14288
13974,COD13974
13998,COD13998
13988,COD13988
13980,COD13980
14149,COD14149
13892,COD13892
14029,COD14029
13856,COD13856
13821,COD13821
13854,COD13854
13844,COD13844
13850,COD13850
13842,COD13842
13991,COD13991
14178,COD14178
13915,COD13915
13922,COD13922
13918,COD13918
13936,COD13936
13952,COD13952
13855,COD13855
14138,COD14138
14252,COD14252
14291,COD14291
13929,COD13929
14257,COD14257
14284,COD14284
14164,COD14164
14334,COD14334
14048,COD14048
14172,COD14172
13971,COD13971
14175,COD14175
14197,COD14197
14199,COD14199
14182,COD14182
14201,COD14201
14198,COD14198
14200,COD14200
14204,COD14204
14189,COD14189
14207,COD14207
14183,COD14183
14210,COD14210
14209,COD14209
14184,COD14184
14181,COD14181
14211,COD14211
14203,COD14203
14185,COD14185
14191,COD14191
14192,COD14192
14186,COD14186
14190,COD14190
14194,COD14194
14202,COD14202
14205,COD14205
14195,COD14195
14208,COD14208
14212,COD14212
14193,COD14193
14188,COD14188
14179,COD14179
14206,COD14206
14196,COD14196
14180,COD14180
14187,COD14187
14320,COD14320
14310,COD14310
14324,COD14324
14323,COD14323
14302,COD14302
14318,COD14318
14328,COD14328
14298,COD14298
14308,COD14308
14306,COD14306
14296,COD14296
14327,COD14327
14312,COD14312
14307,COD14307
14301,COD14301
14315,COD14315
14322,COD14322
14325,COD14325
14313,COD14313
14297,COD14297
14326,COD14326
14314,COD14314
14305,COD14305
14321,COD14321
14319,COD14319
14295,COD14295
14303,COD14303
14299,COD14299
14309,COD14309
14100,COD14100
14070,COD14070
14078,COD14078
14082,COD14082
14065,COD14065
14122,COD14122
14072,COD14072
14101,COD14101
14062,COD14062
14066,COD14066
14075,COD14075
14102,COD14102
14095,COD14095
14085,COD14085
14111,COD14111
14094,COD14094
14121,COD14121
14071,COD14071
14090,COD14090
14106,COD14106
14125,COD14125
14098,COD14098
14109,COD14109
14132,COD14132
14316,COD14316
14304,COD14304
14317,COD14317
14300,COD14300
14213,COD14213
14151,COD14151
14079,COD14079
14064,COD14064
14115,COD14115
14089,COD14089
14311,COD14311
14162,COD14162
13967,COD13967
14099,COD14099
14083,COD14083
13863,COD13863
13867,COD13867
14053,COD14053
13841,COD13841
13914,COD13914
13961,COD13961
13973,COD13973
13848,COD13848
13942,COD13942
13912,COD13912
13941,COD13941
13860,COD13860
13908,COD13908
13959,COD13959
13956,COD13956
13939,COD13939
13951,COD13951
13925,COD13925
13913,COD13913
13935,COD13935
13901,COD13901
13905,COD13905
13947,COD13947
13950,COD13950
14329,COD14329
13828,COD13828
13957,COD13957
13909,COD13909
13910,COD13910
13930,COD13930
13928,COD13928
13931,COD13931
13944,COD13944
13940,COD13940
13902,COD13902
13953,COD13953
13966,COD13966
53006,BFA53006
5354,BFA05354
5333,BFA05333
5360,BFA05360
5369,BFA05369
5373,BFA05373
5325,BFA05325
53005,BFA53005
5364,BFA05364
5324,BFA05324
5352,BFA05352
5315,BFA05315
5313,BFA05313
53003,BFA53003
5340,BFA05340
5327,BFA05327
5365,BFA05365
5331,BFA05331
5343,BFA05343
5329,BFA05329
5318,BFA05318
5314,BFA05314
5362,BFA05362
5336,BFA05336
5320,BFA05320
5345,BFA05345
5330,BFA05330
5317,BFA05317
5321,BFA05321
5348,BFA05348
5367,BFA05367
53002,BFA53002
5374,BFA05374
5319,BFA05319
5350,BFA05350
53007,BFA53007
5344,BFA05344
5341,BFA05341
5359,BFA05359
5326,BFA05326
5332,BFA05332
5323,BFA05323
53001,BFA53001
5358,BFA05358
5339,BFA05339
5355,BFA05355
5347,BFA05347
5334,BFA05334
5312,BFA05312
5368,BFA05368
5337,BFA05337
5371,BFA05371
5356,BFA05356
5357,BFA05357
53004,BFA53004
5370,BFA05370
5335,BFA05335
5338,BFA05338
5372,BFA05372
5363,BFA05363
5366,BFA05366
5328,BFA05328
5316,BFA05316
5342,BFA05342
5353,BFA05353
5346,BFA05346
5349,BFA05349
5351,BFA05351
5361,BFA05361
5322,BFA05322
23761,GNB23761
6424,BDI06424
6418,BDI06418
10727,TCD10727
10728,TCD10728
10731,TCD10731
10729,TCD10729
10730,TCD10730
10739,TCD10739
10725,TCD10725
10732,TCD10732
10675,TCD10675
10778,TCD10778
10779,TCD10779
10745,TCD10745
10662,TCD10662
10667,TCD10667
10691,TCD10691
10676,TCD10676
10766,TCD10766
10775,TCD10775
10780,TCD10780
10738,TCD10738
10763,TCD10763
10699,TCD10699
10700,TCD10700
10769,TCD10769
10706,TCD10706
10765,TCD10765
10770,TCD10770
10696,TCD10696
10734,TCD10734
10701,TCD10701
10740,TCD10740
10754,TCD10754
10717,TCD10717
10679,TCD10679
10702,TCD10702
10683,TCD10683
10692,TCD10692
10753,TCD10753
10707,TCD10707
10668,TCD10668
10660,TCD10660
10759,TCD10759
10718,TCD10718
10761,TCD10761
10703,TCD10703
10767,TCD10767
10735,TCD10735
10669,TCD10669
10665,TCD10665
10666,TCD10666
10712,TCD10712
10755,TCD10755
10748,TCD10748
10704,TCD10704
10708,TCD10708
10713,TCD10713
10726,TCD10726
10771,TCD10771
10772,TCD10772
10714,TCD10714
10741,TCD10741
10776,TCD10776
10733,TCD10733
10742,TCD10742
10749,TCD10749
10677,TCD10677
10678,TCD10678
10768,TCD10768
10786,TCD10786
10736,TCD10736
10746,TCD10746
10777,TCD10777
10773,TCD10773
10783,TCD10783
10673,TCD10673
10693,TCD10693
10781,TCD10781
10709,TCD10709
10762,TCD10762
10747,TCD10747
10719,TCD10719
10756,TCD10756
10737,TCD10737
10757,TCD10757
10697,TCD10697
10705,TCD10705
10715,TCD10715
10694,TCD10694
10671,TCD10671
10680,TCD10680
10684,TCD10684
