"IU_ID","IU_ID_Full","IU_CODE"
20338,"GAB20338","GAB0205320338"
20348,"GAB20348","GAB0205520348"
20354,"GAB20354","GAB0205520354"
20341,"GAB20341","GAB0205320341"
20337,"GAB20337","GAB0205320337"
20376,"GAB20376","GAB0206020376"
20352,"GAB20352","GAB0205520352"
20351,"GAB20351","GAB0205520351"
20344,"GAB20344","GAB0205320344"
20357,"GAB20357","GAB0205620357"
20335,"GAB20335","GAB0205320335"
20334,"GAB20334","GAB0205120334"
20360,"GAB20360","GAB0205620360"
20331,"GAB20331","GAB0205120331"
20332,"GAB20332","GAB0205120332"
20333,"GAB20333","GAB0205220333"
20330,"GAB20330","GAB0205120330"
21605,"GHA21605","GHA0216121605"
21380,"GHA21380","GHA0216121380"
21607,"GHA21607","GHA0216121607"
21382,"GHA21382","GHA0216121382"
21609,"GHA21609","GHA0216121609"
21384,"GHA21384","GHA0216121384"
21611,"GHA21611","GHA0216121611"
21388,"GHA21388","GHA0216121388"
21386,"GHA21386","GHA0216121386"
21387,"GHA21387","GHA0216121387"
21389,"GHA21389","GHA0216121389"
21390,"GHA21390","GHA0216121390"
21391,"GHA21391","GHA0216121391"
21392,"GHA21392","GHA0216121392"
21393,"GHA21393","GHA0216121393"
21394,"GHA21394","GHA0216121394"
21395,"GHA21395","GHA0216121395"
21614,"GHA21614","GHA0216121614"
21397,"GHA21397","GHA0216121397"
21621,"GHA21621","GHA0216121621"
21399,"GHA21399","GHA0216121399"
21400,"GHA21400","GHA0216121400"
21378,"GHA21378","GHA0216121378"
21624,"GHA21624","GHA0216121624"
21403,"GHA21403","GHA0216121403"
21402,"GHA21402","GHA0216121402"
21407,"GHA21407","GHA0216121407"
21404,"GHA21404","GHA0216121404"
21405,"GHA21405","GHA0216121405"
21406,"GHA21406","GHA0216121406"
21604,"GHA21604","GHA0216121604"
21606,"GHA21606","GHA0216121606"
21608,"GHA21608","GHA0216121608"
21622,"GHA21622","GHA0216121622"
21610,"GHA21610","GHA0216121610"
21616,"GHA21616","GHA0216121616"
21613,"GHA21613","GHA0216121613"
21615,"GHA21615","GHA0216121615"
21617,"GHA21617","GHA0216121617"
21623,"GHA21623","GHA0216121623"
21618,"GHA21618","GHA0216121618"
21619,"GHA21619","GHA0216121619"
21620,"GHA21620","GHA0216121620"
21408,"GHA21408","GHA0217121408"
21409,"GHA21409","GHA0217121409"
21411,"GHA21411","GHA0217121411"
21412,"GHA21412","GHA0217121412"
21413,"GHA21413","GHA0217221413"
21414,"GHA21414","GHA0217321414"
21626,"GHA21626","GHA0217321626"
21416,"GHA21416","GHA0217321416"
21417,"GHA21417","GHA0217321417"
21418,"GHA21418","GHA0217321418"
21419,"GHA21419","GHA0217321419"
21420,"GHA21420","GHA0217321420"
21421,"GHA21421","GHA0217221421"
21422,"GHA21422","GHA0217221422"
21423,"GHA21423","GHA0217221423"
21424,"GHA21424","GHA0217221424"
21628,"GHA21628","GHA0217221628"
21427,"GHA21427","GHA0217221427"
21428,"GHA21428","GHA0217221428"
21429,"GHA21429","GHA0217321429"
21430,"GHA21430","GHA0217321430"
21431,"GHA21431","GHA0217321431"
21432,"GHA21432","GHA0217121432"
21433,"GHA21433","GHA0217121433"
21434,"GHA21434","GHA0217221434"
21435,"GHA21435","GHA0217221435"
21436,"GHA21436","GHA0217321436"
21625,"GHA21625","GHA0217321625"
21627,"GHA21627","GHA0217221627"
21437,"GHA21437","GHA0216321437"
21438,"GHA21438","GHA0216321438"
21439,"GHA21439","GHA0216321439"
21440,"GHA21440","GHA0216321440"
21441,"GHA21441","GHA0216321441"
21630,"GHA21630","GHA0216321630"
21443,"GHA21443","GHA0216321443"
21445,"GHA21445","GHA0216321445"
21444,"GHA21444","GHA0216321444"
21446,"GHA21446","GHA0216321446"
21447,"GHA21447","GHA0216321447"
21448,"GHA21448","GHA0216321448"
21632,"GHA21632","GHA0216321632"
21450,"GHA21450","GHA0216321450"
21451,"GHA21451","GHA0216321451"
21453,"GHA21453","GHA0216321453"
21455,"GHA21455","GHA0216321455"
21454,"GHA21454","GHA0216321454"
21456,"GHA21456","GHA0216321456"
21457,"GHA21457","GHA0216321457"
21629,"GHA21629","GHA0216321629"
21631,"GHA21631","GHA0216321631"
21472,"GHA21472","GHA0216421472"
21473,"GHA21473","GHA0216421473"
21634,"GHA21634","GHA0216421634"
21459,"GHA21459","GHA0216421459"
21460,"GHA21460","GHA0216421460"
21461,"GHA21461","GHA0216421461"
21636,"GHA21636","GHA0216421636"
21463,"GHA21463","GHA0216421463"
21638,"GHA21638","GHA0216421638"
21465,"GHA21465","GHA0216421465"
21640,"GHA21640","GHA0216421640"
21468,"GHA21468","GHA0216421468"
21642,"GHA21642","GHA0216421642"
21643,"GHA21643","GHA0216421643"
21471,"GHA21471","GHA0216421471"
21474,"GHA21474","GHA0216421474"
21476,"GHA21476","GHA0216421476"
21477,"GHA21477","GHA0216421477"
21478,"GHA21478","GHA0216421478"
21646,"GHA21646","GHA0216421646"
21480,"GHA21480","GHA0216421480"
21481,"GHA21481","GHA0216421481"
21482,"GHA21482","GHA0216421482"
21483,"GHA21483","GHA0216421483"
21484,"GHA21484","GHA0216421484"
21485,"GHA21485","GHA0216421485"
21641,"GHA21641","GHA0216421641"
21637,"GHA21637","GHA0216421637"
21635,"GHA21635","GHA0216421635"
21644,"GHA21644","GHA0216421644"
21645,"GHA21645","GHA0216421645"
21633,"GHA21633","GHA0216421633"
21656,"GHA21656","GHA0216521656"
21488,"GHA21488","GHA0216521488"
21489,"GHA21489","GHA0216521489"
21490,"GHA21490","GHA0216521490"
21487,"GHA21487","GHA0216521487"
21492,"GHA21492","GHA0216521492"
21493,"GHA21493","GHA0216521493"
21658,"GHA21658","GHA0216521658"
21660,"GHA21660","GHA0216521660"
21496,"GHA21496","GHA0216521496"
21498,"GHA21498","GHA0216521498"
21497,"GHA21497","GHA0216521497"
21662,"GHA21662","GHA0216521662"
21500,"GHA21500","GHA0216521500"
21501,"GHA21501","GHA0216521501"
21664,"GHA21664","GHA0216521664"
21648,"GHA21648","GHA0216521648"
21649,"GHA21649","GHA0216521649"
21651,"GHA21651","GHA0216521651"
21652,"GHA21652","GHA0216521652"
21653,"GHA21653","GHA0216521653"
21659,"GHA21659","GHA0216521659"
21661,"GHA21661","GHA0216521661"
21655,"GHA21655","GHA0216521655"
21657,"GHA21657","GHA0216521657"
21503,"GHA21503","GHA0217421503"
21665,"GHA21665","GHA0217521665"
21505,"GHA21505","GHA0217421505"
21506,"GHA21506","GHA0217521506"
21670,"GHA21670","GHA0217421670"
21508,"GHA21508","GHA0217521508"
21509,"GHA21509","GHA0216621509"
21510,"GHA21510","GHA0216621510"
21511,"GHA21511","GHA0216621511"
21512,"GHA21512","GHA0216621512"
21513,"GHA21513","GHA0217521513"
21514,"GHA21514","GHA0216621514"
21515,"GHA21515","GHA0216621515"
21516,"GHA21516","GHA0216621516"
21517,"GHA21517","GHA0217421517"
21518,"GHA21518","GHA0216621518"
21519,"GHA21519","GHA0216621519"
21668,"GHA21668","GHA0216621668"
21521,"GHA21521","GHA0217421521"
21523,"GHA21523","GHA0216621523"
21524,"GHA21524","GHA0216621524"
21525,"GHA21525","GHA0216621525"
21526,"GHA21526","GHA0217421526"
21527,"GHA21527","GHA0217521527"
21528,"GHA21528","GHA0216621528"
21529,"GHA21529","GHA0216621529"
21667,"GHA21667","GHA0216621667"
21666,"GHA21666","GHA0217521666"
21530,"GHA21530","GHA0216721530"
21531,"GHA21531","GHA0216721531"
21532,"GHA21532","GHA0216721532"
21672,"GHA21672","GHA0216721672"
21534,"GHA21534","GHA0216721534"
21536,"GHA21536","GHA0216721536"
21537,"GHA21537","GHA0216721537"
21673,"GHA21673","GHA0216721673"
21539,"GHA21539","GHA0216721539"
21540,"GHA21540","GHA0216721540"
21541,"GHA21541","GHA0216721541"
21542,"GHA21542","GHA0216721542"
21543,"GHA21543","GHA0216721543"
21671,"GHA21671","GHA0216721671"
21674,"GHA21674","GHA0216721674"
21544,"GHA21544","GHA0216821544"
21545,"GHA21545","GHA0216821545"
21546,"GHA21546","GHA0216821546"
21547,"GHA21547","GHA0216821547"
21548,"GHA21548","GHA0216821548"
21549,"GHA21549","GHA0216821549"
21550,"GHA21550","GHA0216821550"
21551,"GHA21551","GHA0216821551"
21552,"GHA21552","GHA0216821552"
21553,"GHA21553","GHA0216821553"
21554,"GHA21554","GHA0216821554"
21555,"GHA21555","GHA0216921555"
21556,"GHA21556","GHA0216921556"
21557,"GHA21557","GHA0216921557"
21559,"GHA21559","GHA0216921559"
21558,"GHA21558","GHA0216921558"
21560,"GHA21560","GHA0217621560"
21561,"GHA21561","GHA0216921561"
21562,"GHA21562","GHA0216921562"
21563,"GHA21563","GHA0216921563"
21564,"GHA21564","GHA0216921564"
21565,"GHA21565","GHA0217621565"
21566,"GHA21566","GHA0217621566"
21676,"GHA21676","GHA0216921676"
21568,"GHA21568","GHA0216921568"
21569,"GHA21569","GHA0216921569"
21570,"GHA21570","GHA0216921570"
21571,"GHA21571","GHA0217621571"
21572,"GHA21572","GHA0217621572"
21573,"GHA21573","GHA0217621573"
21574,"GHA21574","GHA0217621574"
21575,"GHA21575","GHA0217621575"
21576,"GHA21576","GHA0216921576"
21577,"GHA21577","GHA0216921577"
21578,"GHA21578","GHA0216921578"
21579,"GHA21579","GHA0216921579"
21580,"GHA21580","GHA0217021580"
21581,"GHA21581","GHA0217721581"
21583,"GHA21583","GHA0217721583"
21584,"GHA21584","GHA0217721584"
21585,"GHA21585","GHA0217721585"
21586,"GHA21586","GHA0217721586"
21587,"GHA21587","GHA0217021587"
21588,"GHA21588","GHA0217021588"
21589,"GHA21589","GHA0217721589"
21590,"GHA21590","GHA0217021590"
21601,"GHA21601","GHA0217021601"
21593,"GHA21593","GHA0217021593"
21595,"GHA21595","GHA0217721595"
21594,"GHA21594","GHA0217721594"
21678,"GHA21678","GHA0217021678"
21597,"GHA21597","GHA0217021597"
21598,"GHA21598","GHA0217721598"
21599,"GHA21599","GHA0217021599"
21600,"GHA21600","GHA0217021600"
21602,"GHA21602","GHA0217021602"
21603,"GHA21603","GHA0217021603"
21677,"GHA21677","GHA0217021677"
21592,"GHA21592","GHA0217021592"
21639,"GHA21639","GHA0216421639"
21647,"GHA21647","GHA0216521647"
21650,"GHA21650","GHA0216521650"
21654,"GHA21654","GHA0216521654"
21663,"GHA21663","GHA0216521663"
21669,"GHA21669","GHA0217421669"
21675,"GHA21675","GHA0216921675"
22616,"GIN22616","GIN0227322616"
22638,"GIN22638","GIN0228422638"
22604,"GIN22604","GIN0227122604"
22614,"GIN22614","GIN0227322614"
22632,"GIN22632","GIN0228422632"
22641,"GIN22641","GIN0227122641"
22633,"GIN22633","GIN0227722633"
22618,"GIN22618","GIN0227122618"
22615,"GIN22615","GIN0227422615"
22622,"GIN22622","GIN0227322622"
22607,"GIN22607","GIN0227222607"
22630,"GIN22630","GIN0228822630"
22609,"GIN22609","GIN0227322609"
22611,"GIN22611","GIN0227522611"
22625,"GIN22625","GIN0228422625"
22617,"GIN22617","GIN0227322617"
22624,"GIN22624","GIN0228822624"
22629,"GIN22629","GIN0227122629"
22635,"GIN22635","GIN0227122635"
22631,"GIN22631","GIN0227522631"
22623,"GIN22623","GIN0227422623"
22637,"GIN22637","GIN0227722637"
22639,"GIN22639","GIN0227322639"
22634,"GIN22634","GIN0227722634"
22613,"GIN22613","GIN0227722613"
22612,"GIN22612","GIN0227422612"
22620,"GIN22620","GIN0228422620"
22628,"GIN22628","GIN0227122628"
22640,"GIN22640","GIN0228822640"
22606,"GIN22606","GIN0227222606"
22621,"GIN22621","GIN0228422621"
22626,"GIN22626","GIN0228822626"
22610,"GIN22610","GIN0227422610"
22619,"GIN22619","GIN0227722619"
22627,"GIN22627","GIN0228822627"
22636,"GIN22636","GIN0227522636"
22608,"GIN22608","GIN0227222608"
22605,"GIN22605","GIN0227222605"
23756,"GNB23756","GNB0242723756"
23744,"GNB23744","GNB0242323744"
23705,"GNB23705","GNB0242223705"
23660,"GNB23660","GNB0241023660"
23727,"GNB23727","GNB0242023727"
23682,"GNB23682","GNB0240723682"
23755,"GNB23755","GNB0242723755"
23657,"GNB23657","GNB0241023657"
23650,"GNB23650","GNB0240823650"
23688,"GNB23688","GNB0241523688"
23743,"GNB23743","GNB0242323743"
23701,"GNB23701","GNB0241523701"
23656,"GNB23656","GNB0241023656"
23681,"GNB23681","GNB0240723681"
23738,"GNB23738","GNB0242223738"
23694,"GNB23694","GNB0241523694"
23709,"GNB23709","GNB0242023709"
23757,"GNB23757","GNB0242723757"
23758,"GNB23758","GNB0242723758"
23732,"GNB23732","GNB0242223732"
23662,"GNB23662","GNB0241023662"
23745,"GNB23745","GNB0242323745"
23742,"GNB23742","GNB0242323742"
23669,"GNB23669","GNB0241023669"
23726,"GNB23726","GNB0242023726"
23735,"GNB23735","GNB0242223735"
23719,"GNB23719","GNB0242023719"
23659,"GNB23659","GNB0241023659"
23734,"GNB23734","GNB0242223734"
23692,"GNB23692","GNB0241523692"
23721,"GNB23721","GNB0242023721"
23680,"GNB23680","GNB0240723680"
23658,"GNB23658","GNB0241023658"
23666,"GNB23666","GNB0241023666"
23661,"GNB23661","GNB0241023661"
23668,"GNB23668","GNB0241023668"
23663,"GNB23663","GNB0241023663"
23665,"GNB23665","GNB0241023665"
23664,"GNB23664","GNB0241023664"
23667,"GNB23667","GNB0241023667"
23646,"GNB23646","GNB0240723646"
23647,"GNB23647","GNB0240723647"
23678,"GNB23678","GNB0240723678"
23686,"GNB23686","GNB0241523686"
23689,"GNB23689","GNB0241523689"
23695,"GNB23695","GNB0241523695"
23690,"GNB23690","GNB0241523690"
23700,"GNB23700","GNB0241523700"
23696,"GNB23696","GNB0241523696"
23691,"GNB23691","GNB0241523691"
23687,"GNB23687","GNB0241523687"
23702,"GNB23702","GNB0241523702"
23685,"GNB23685","GNB0241523685"
23725,"GNB23725","GNB0242023725"
23724,"GNB23724","GNB0242023724"
23728,"GNB23728","GNB0242023728"
23713,"GNB23713","GNB0242023713"
23723,"GNB23723","GNB0242023723"
23715,"GNB23715","GNB0242023715"
23712,"GNB23712","GNB0242023712"
23711,"GNB23711","GNB0242023711"
23722,"GNB23722","GNB0242023722"
23710,"GNB23710","GNB0242023710"
23714,"GNB23714","GNB0242023714"
23716,"GNB23716","GNB0242023716"
23717,"GNB23717","GNB0242023717"
23739,"GNB23739","GNB0242223739"
23737,"GNB23737","GNB0242223737"
23731,"GNB23731","GNB0242223731"
23733,"GNB23733","GNB0242223733"
23736,"GNB23736","GNB0242223736"
23730,"GNB23730","GNB0242223730"
23707,"GNB23707","GNB0242223707"
23704,"GNB23704","GNB0242223704"
23708,"GNB23708","GNB0242223708"
23706,"GNB23706","GNB0242223706"
23740,"GNB23740","GNB0242323740"
23741,"GNB23741","GNB0242323741"
23750,"GNB23750","GNB0240823750"
23654,"GNB23654","GNB0240823654"
23653,"GNB23653","GNB0240823653"
23746,"GNB23746","GNB0240823746"
23747,"GNB23747","GNB0240823747"
23751,"GNB23751","GNB0240823751"
23652,"GNB23652","GNB0240823652"
23749,"GNB23749","GNB0240823749"
23752,"GNB23752","GNB0240823752"
23748,"GNB23748","GNB0240823748"
23648,"GNB23648","GNB0240823648"
23674,"GNB23674","GNB0240623674"
23643,"GNB23643","GNB0240623643"
23642,"GNB23642","GNB0240623642"
23670,"GNB23670","GNB0240623670"
23675,"GNB23675","GNB0240623675"
23673,"GNB23673","GNB0240623673"
23644,"GNB23644","GNB0240623644"
23676,"GNB23676","GNB0240623676"
23677,"GNB23677","GNB0240623677"
23671,"GNB23671","GNB0240623671"
23672,"GNB23672","GNB0240623672"
23679,"GNB23679","GNB0240723679"
23645,"GNB23645","GNB0240723645"
23655,"GNB23655","GNB0241323655"
23683,"GNB23683","GNB0241323683"
23684,"GNB23684","GNB0241323684"
23698,"GNB23698","GNB0241523698"
23697,"GNB23697","GNB0241523697"
23693,"GNB23693","GNB0241523693"
23699,"GNB23699","GNB0241523699"
23760,"GNB23760","GNB0242723760"
23753,"GNB23753","GNB0242723753"
23754,"GNB23754","GNB0242723754"
23759,"GNB23759","GNB0242723759"
23649,"GNB23649","GNB0240823649"
23651,"GNB23651","GNB0240823651"
23720,"GNB23720","GNB0242023720"
54253,"KEN54253","KEN0252954253"
54254,"KEN54254","KEN0252954254"
54255,"KEN54255","KEN0252954255"
54251,"KEN54251","KEN0252954251"
54249,"KEN54249","KEN0252954249"
54252,"KEN54252","KEN0252954252"
54250,"KEN54250","KEN0252954250"
54176,"KEN54176","KEN0252954176"
54175,"KEN54175","KEN0252954175"
54173,"KEN54173","KEN0252954173"
54177,"KEN54177","KEN0252954177"
54174,"KEN54174","KEN0252954174"
54172,"KEN54172","KEN0252954172"
54129,"KEN54129","KEN0252954129"
54130,"KEN54130","KEN0252954130"
54124,"KEN54124","KEN0252954124"
54122,"KEN54122","KEN0252954122"
54123,"KEN54123","KEN0252954123"
54125,"KEN54125","KEN0252954125"
54093,"KEN54093","KEN0252954093"
54090,"KEN54090","KEN0252954090"
54088,"KEN54088","KEN0252954088"
54091,"KEN54091","KEN0252954091"
54092,"KEN54092","KEN0252954092"
54089,"KEN54089","KEN0252954089"
54087,"KEN54087","KEN0252954087"
54234,"KEN54234","KEN0252854234"
54235,"KEN54235","KEN0252854235"
54236,"KEN54236","KEN0252854236"
54237,"KEN54237","KEN0252854237"
54238,"KEN54238","KEN0252854238"
54239,"KEN54239","KEN0252854239"
54229,"KEN54229","KEN0252854229"
54230,"KEN54230","KEN0252854230"
54231,"KEN54231","KEN0252854231"
54232,"KEN54232","KEN0252854232"
54233,"KEN54233","KEN0252854233"
54178,"KEN54178","KEN0252854178"
54179,"KEN54179","KEN0252854179"
54180,"KEN54180","KEN0252854180"
54181,"KEN54181","KEN0252854181"
54182,"KEN54182","KEN0252854182"
54183,"KEN54183","KEN0252854183"
54184,"KEN54184","KEN0252854184"
54126,"KEN54126","KEN0253454126"
54127,"KEN54127","KEN0253454127"
54128,"KEN54128","KEN0253454128"
54094,"KEN54094","KEN0252854094"
54095,"KEN54095","KEN0252854095"
54096,"KEN54096","KEN0252854096"
54097,"KEN54097","KEN0252854097"
54075,"KEN54075","KEN0252854075"
54076,"KEN54076","KEN0252854076"
54077,"KEN54077","KEN0252854077"
54078,"KEN54078","KEN0252854078"
54079,"KEN54079","KEN0252854079"
54080,"KEN54080","KEN0252854080"
54081,"KEN54081","KEN0252854081"
54082,"KEN54082","KEN0252854082"
54083,"KEN54083","KEN0252854083"
54084,"KEN54084","KEN0252854084"
54085,"KEN54085","KEN0252854085"
54086,"KEN54086","KEN0252854086"
54050,"KEN54050","KEN0253054050"
54051,"KEN54051","KEN0253054051"
54069,"KEN54069","KEN0253454069"
54070,"KEN54070","KEN0253454070"
54071,"KEN54071","KEN0253454071"
54072,"KEN54072","KEN0253454072"
54073,"KEN54073","KEN0253454073"
54074,"KEN54074","KEN0253454074"
54151,"KEN54151","KEN0253054151"
54152,"KEN54152","KEN0253054152"
54153,"KEN54153","KEN0253054153"
54154,"KEN54154","KEN0253054154"
54108,"KEN54108","KEN0253354108"
54110,"KEN54110","KEN0253354110"
54111,"KEN54111","KEN0253354111"
54112,"KEN54112","KEN0253354112"
54113,"KEN54113","KEN0253354113"
54107,"KEN54107","KEN0253354107"
54109,"KEN54109","KEN0253354109"
54146,"KEN54146","KEN0253254146"
54148,"KEN54148","KEN0253254148"
54145,"KEN54145","KEN0253254145"
54150,"KEN54150","KEN0253254150"
54149,"KEN54149","KEN0253254149"
54147,"KEN54147","KEN0253254147"
54282,"KEN54282","KEN0253254282"
54284,"KEN54284","KEN0253254284"
54285,"KEN54285","KEN0253254285"
54286,"KEN54286","KEN0253254286"
54036,"KEN54036","KEN0253254036"
54038,"KEN54038","KEN0253254038"
54040,"KEN54040","KEN0253254040"
54039,"KEN54039","KEN0253254039"
54041,"KEN54041","KEN0253254041"
54037,"KEN54037","KEN0253254037"
54281,"KEN54281","KEN0253254281"
54283,"KEN54283","KEN0253254283"
54287,"KEN54287","KEN0253454287"
54289,"KEN54289","KEN0253454289"
54290,"KEN54290","KEN0253454290"
54288,"KEN54288","KEN0253454288"
54270,"KEN54270","KEN0253454270"
54271,"KEN54271","KEN0253454271"
54272,"KEN54272","KEN0253454272"
54273,"KEN54273","KEN0253454273"
54274,"KEN54274","KEN0253454274"
54275,"KEN54275","KEN0253454275"
54266,"KEN54266","KEN0253454266"
54268,"KEN54268","KEN0253454268"
54264,"KEN54264","KEN0253454264"
54265,"KEN54265","KEN0253454265"
54269,"KEN54269","KEN0253454269"
54267,"KEN54267","KEN0253454267"
54259,"KEN54259","KEN0253454259"
54260,"KEN54260","KEN0253454260"
54261,"KEN54261","KEN0253454261"
54262,"KEN54262","KEN0253454262"
54263,"KEN54263","KEN0253454263"
54052,"KEN54052","KEN0253454052"
54056,"KEN54056","KEN0253454056"
54054,"KEN54054","KEN0253454054"
54055,"KEN54055","KEN0253454055"
54053,"KEN54053","KEN0253454053"
54185,"KEN54185","KEN0253154185"
54189,"KEN54189","KEN0253154189"
54191,"KEN54191","KEN0253154191"
54195,"KEN54195","KEN0253154195"
54188,"KEN54188","KEN0253154188"
54192,"KEN54192","KEN0253154192"
54194,"KEN54194","KEN0253154194"
54186,"KEN54186","KEN0253154186"
54193,"KEN54193","KEN0253154193"
54196,"KEN54196","KEN0253154196"
54197,"KEN54197","KEN0253154197"
54187,"KEN54187","KEN0253154187"
54198,"KEN54198","KEN0253154198"
54199,"KEN54199","KEN0253154199"
54200,"KEN54200","KEN0253154200"
54201,"KEN54201","KEN0253154201"
54190,"KEN54190","KEN0253154190"
54243,"KEN54243","KEN0253354243"
54164,"KEN54164","KEN0253354164"
54098,"KEN54098","KEN0253354098"
54099,"KEN54099","KEN0253354099"
54100,"KEN54100","KEN0253354100"
54101,"KEN54101","KEN0253354101"
54244,"KEN54244","KEN0253354244"
54225,"KEN54225","KEN0253354225"
54245,"KEN54245","KEN0253354245"
54042,"KEN54042","KEN0253354042"
54043,"KEN54043","KEN0253354043"
54044,"KEN54044","KEN0253354044"
54045,"KEN54045","KEN0253354045"
54102,"KEN54102","KEN0253354102"
54103,"KEN54103","KEN0253354103"
54226,"KEN54226","KEN0253354226"
54165,"KEN54165","KEN0253354165"
54166,"KEN54166","KEN0253354166"
54046,"KEN54046","KEN0253354046"
54227,"KEN54227","KEN0253354227"
54104,"KEN54104","KEN0253354104"
54105,"KEN54105","KEN0253354105"
54167,"KEN54167","KEN0253354167"
54047,"KEN54047","KEN0253354047"
54246,"KEN54246","KEN0253354246"
54168,"KEN54168","KEN0253354168"
54106,"KEN54106","KEN0253354106"
54048,"KEN54048","KEN0253354048"
54049,"KEN54049","KEN0253354049"
54169,"KEN54169","KEN0253354169"
54170,"KEN54170","KEN0253354170"
54247,"KEN54247","KEN0253354247"
54248,"KEN54248","KEN0253354248"
54171,"KEN54171","KEN0253354171"
54228,"KEN54228","KEN0253354228"
54163,"KEN54163","KEN0253054163"
54162,"KEN54162","KEN0253054162"
54161,"KEN54161","KEN0253054161"
54160,"KEN54160","KEN0253054160"
54159,"KEN54159","KEN0253054159"
54158,"KEN54158","KEN0253054158"
54157,"KEN54157","KEN0253054157"
54156,"KEN54156","KEN0253054156"
54155,"KEN54155","KEN0253054155"
54258,"KEN54258","KEN0253054258"
54257,"KEN54257","KEN0253054257"
54256,"KEN54256","KEN0253054256"
54034,"KEN54034","KEN0253054034"
54032,"KEN54032","KEN0253054032"
54035,"KEN54035","KEN0253054035"
54033,"KEN54033","KEN0253054033"
54140,"KEN54140","KEN0253054140"
54141,"KEN54141","KEN0253054141"
54143,"KEN54143","KEN0253054143"
54139,"KEN54139","KEN0253054139"
54142,"KEN54142","KEN0253054142"
54144,"KEN54144","KEN0253054144"
54120,"KEN54120","KEN0253054120"
54121,"KEN54121","KEN0253054121"
54119,"KEN54119","KEN0253054119"
54118,"KEN54118","KEN0253054118"
54116,"KEN54116","KEN0253054116"
54114,"KEN54114","KEN0253054114"
54115,"KEN54115","KEN0253054115"
54117,"KEN54117","KEN0253054117"
54133,"KEN54133","KEN0253054133"
54137,"KEN54137","KEN0253054137"
54136,"KEN54136","KEN0253054136"
54132,"KEN54132","KEN0253054132"
54135,"KEN54135","KEN0253054135"
54131,"KEN54131","KEN0253054131"
54138,"KEN54138","KEN0253054138"
54134,"KEN54134","KEN0253054134"
54212,"KEN54212","KEN0253454212"
54205,"KEN54205","KEN0253454205"
54203,"KEN54203","KEN0253454203"
