"IU_ID","IU_ID_Full","IU_CODE"
44374,"SSD44374","SSD0457844374"
44373,"SSD44373","SSD0457844373"
44335,"SSD44335","SSD0457444335"
44343,"SSD44343","SSD0457444343"
44380,"SSD44380","SSD0457844380"
44377,"SSD44377","SSD0457844377"
44371,"SSD44371","SSD0457844371"
44372,"SSD44372","SSD0457844372"
44346,"SSD44346","SSD0457444346"
44344,"SSD44344","SSD0457444344"
44336,"SSD44336","SSD0457444336"
44347,"SSD44347","SSD0457444347"
44333,"SSD44333","SSD0457444333"
44334,"SSD44334","SSD0457444334"
44379,"SSD44379","SSD0457844379"
44378,"SSD44378","SSD0457844378"
44381,"SSD44381","SSD0457844381"
44375,"SSD44375","SSD0457844375"
44399,"SSD44399","SSD0458044399"
39142,"STP39142","STP0401739142"
39145,"STP39145","STP0401839145"
39146,"STP39146","STP0401839146"
39143,"STP39143","STP0401839143"
39148,"STP39148","STP0401839148"
39144,"STP39144","STP0401839144"
39147,"STP39147","STP0401839147"
66142,"SDN66142","SDN0566666142"
66026,"SDN66026","SDN0565166026"
66063,"SDN66063","SDN0565866063"
66064,"SDN66064","SDN0565866064"
66143,"SDN66143","SDN0566666143"
66065,"SDN66065","SDN0565866065"
66066,"SDN66066","SDN0565866066"
66067,"SDN66067","SDN0565866067"
66068,"SDN66068","SDN0565866068"
66077,"SDN66077","SDN0565866077"
66144,"SDN66144","SDN0566666144"
66145,"SDN66145","SDN0566666145"
66146,"SDN66146","SDN0566666146"
66070,"SDN66070","SDN0565866070"
66147,"SDN66147","SDN0566666147"
66071,"SDN66071","SDN0565866071"
66148,"SDN66148","SDN0566666148"
66073,"SDN66073","SDN0565866073"
66074,"SDN66074","SDN0565866074"
66028,"SDN66028","SDN0565166028"
66029,"SDN66029","SDN0565166029"
66030,"SDN66030","SDN0565166030"
66075,"SDN66075","SDN0565866075"
66149,"SDN66149","SDN0566666149"
66032,"SDN66032","SDN0565166032"
66078,"SDN66078","SDN0565866078"
66033,"SDN66033","SDN0565166033"
66034,"SDN66034","SDN0565166034"
66037,"SDN66037","SDN0565266037"
66116,"SDN66116","SDN0566466116"
66041,"SDN66041","SDN0565266041"
66115,"SDN66115","SDN0566466115"
66027,"SDN66027","SDN0565166027"
66121,"SDN66121","SDN0566466121"
66129,"SDN66129","SDN0566466129"
66126,"SDN66126","SDN0566466126"
66043,"SDN66043","SDN0565266043"
66128,"SDN66128","SDN0566466128"
66112,"SDN66112","SDN0566466112"
66122,"SDN66122","SDN0566466122"
66042,"SDN66042","SDN0565266042"
66118,"SDN66118","SDN0566466118"
66031,"SDN66031","SDN0565166031"
66036,"SDN66036","SDN0565266036"
66127,"SDN66127","SDN0566466127"
66120,"SDN66120","SDN0566466120"
66125,"SDN66125","SDN0566466125"
66119,"SDN66119","SDN0566466119"
66039,"SDN66039","SDN0565266039"
66113,"SDN66113","SDN0566466113"
66040,"SDN66040","SDN0565266040"
66038,"SDN66038","SDN0565266038"
66124,"SDN66124","SDN0566466124"
66044,"SDN66044","SDN0565266044"
66117,"SDN66117","SDN0566466117"
66123,"SDN66123","SDN0566466123"
66072,"SDN66072","SDN0565866072"
66062,"SDN66062","SDN0565866062"
66076,"SDN66076","SDN0565866076"
66069,"SDN66069","SDN0565866069"
66114,"SDN66114","SDN0566466114"
66025,"SDN66025","SDN0565166025"
66035,"SDN66035","SDN0565266035"
66056,"SDN66056","SDN0565766056"
66060,"SDN66060","SDN0565766060"
66055,"SDN66055","SDN0565766055"
66059,"SDN66059","SDN0565766059"
66057,"SDN66057","SDN0565766057"
66061,"SDN66061","SDN0565766061"
66058,"SDN66058","SDN0565766058"
66097,"SDN66097","SDN0566166097"
66092,"SDN66092","SDN0566166092"
66095,"SDN66095","SDN0566166095"
66096,"SDN66096","SDN0566166096"
66016,"SDN66016","SDN0564966016"
66054,"SDN66054","SDN0565366054"
66051,"SDN66051","SDN0565366051"
66050,"SDN66050","SDN0565366050"
66049,"SDN66049","SDN0565366049"
66053,"SDN66053","SDN0565366053"
66052,"SDN66052","SDN0565366052"
66046,"SDN66046","SDN0565366046"
66045,"SDN66045","SDN0565366045"
66048,"SDN66048","SDN0565366048"
66047,"SDN66047","SDN0565366047"
66099,"SDN66099","SDN0566266099"
66102,"SDN66102","SDN0566266102"
66104,"SDN66104","SDN0566266104"
66103,"SDN66103","SDN0566266103"
66100,"SDN66100","SDN0566266100"
66101,"SDN66101","SDN0566266101"
66089,"SDN66089","SDN0566066089"
66087,"SDN66087","SDN0566066087"
66084,"SDN66084","SDN0566066084"
66088,"SDN66088","SDN0566066088"
66086,"SDN66086","SDN0566066086"
66085,"SDN66085","SDN0566066085"
66090,"SDN66090","SDN0566066090"
66158,"SDN66158","SDN0566766158"
66154,"SDN66154","SDN0566766154"
66083,"SDN66083","SDN0565966083"
66081,"SDN66081","SDN0565966081"
66082,"SDN66082","SDN0565966082"
66079,"SDN66079","SDN0565966079"
66080,"SDN66080","SDN0565966080"
66150,"SDN66150","SDN0566766150"
66159,"SDN66159","SDN0566766159"
66007,"SDN66007","SDN0564866007"
66004,"SDN66004","SDN0564866004"
66006,"SDN66006","SDN0564866006"
66005,"SDN66005","SDN0564866005"
66001,"SDN66001","SDN0564866001"
66002,"SDN66002","SDN0564866002"
66003,"SDN66003","SDN0564866003"
66023,"SDN66023","SDN0565066023"
66021,"SDN66021","SDN0565066021"
66024,"SDN66024","SDN0565066024"
66020,"SDN66020","SDN0565066020"
66019,"SDN66019","SDN0565066019"
66105,"SDN66105","SDN0566366105"
66111,"SDN66111","SDN0566366111"
66106,"SDN66106","SDN0566366106"
66107,"SDN66107","SDN0566366107"
66108,"SDN66108","SDN0566366108"
66109,"SDN66109","SDN0566366109"
66110,"SDN66110","SDN0566366110"
66160,"SDN66160","SDN0566866160"
66167,"SDN66167","SDN0566866167"
66165,"SDN66165","SDN0566866165"
66164,"SDN66164","SDN0566866164"
66166,"SDN66166","SDN0566866166"
66162,"SDN66162","SDN0566866162"
66161,"SDN66161","SDN0566866161"
66008,"SDN66008","SDN0564966008"
66009,"SDN66009","SDN0564966009"
66015,"SDN66015","SDN0564966015"
66012,"SDN66012","SDN0564966012"
66010,"SDN66010","SDN0564966010"
66013,"SDN66013","SDN0564966013"
66011,"SDN66011","SDN0564966011"
66017,"SDN66017","SDN0564966017"
66014,"SDN66014","SDN0564966014"
66093,"SDN66093","SDN0566166093"
66022,"SDN66022","SDN0565066022"
66091,"SDN66091","SDN0566166091"
66098,"SDN66098","SDN0566166098"
66163,"SDN66163","SDN0566866163"
66156,"SDN66156","SDN0566766156"
66155,"SDN66155","SDN0566766155"
66151,"SDN66151","SDN0566766151"
66130,"SDN66130","SDN0566566130"
66140,"SDN66140","SDN0566566140"
66134,"SDN66134","SDN0566566134"
66141,"SDN66141","SDN0566566141"
66152,"SDN66152","SDN0566766152"
66138,"SDN66138","SDN0566566138"
66132,"SDN66132","SDN0566566132"
66133,"SDN66133","SDN0566566133"
66136,"SDN66136","SDN0566566136"
66139,"SDN66139","SDN0566566139"
66137,"SDN66137","SDN0566566137"
66131,"SDN66131","SDN0566566131"
66153,"SDN66153","SDN0566766153"
44383,"SSD44383","SSD0457944383"
66157,"SDN66157","SDN0566766157"
66135,"SDN66135","SDN0566566135"
66018,"SDN66018","SDN0564966018"
66094,"SDN66094","SDN0566166094"
46638,"TZA46638","TZA0480346638"
46593,"TZA46593","TZA0480746593"
46534,"TZA46534","TZA0479846534"
46600,"TZA46600","TZA0480846600"
46481,"TZA46481","TZA0479046481"
46578,"TZA46578","TZA0480446578"
46489,"TZA46489","TZA0479146489"
46502,"TZA46502","TZA0479346502"
46513,"TZA46513","TZA0479546513"
46625,"TZA46625","TZA0478746625"
46473,"TZA46473","TZA0478846473"
46618,"TZA46618","TZA0481046618"
46464,"TZA46464","TZA0478646464"
46553,"TZA46553","TZA0480046553"
46569,"TZA46569","TZA0480246569"
46607,"TZA46607","TZA0480946607"
46510,"TZA46510","TZA0479446510"
46592,"TZA46592","TZA0480646592"
46531,"TZA46531","TZA0479746531"
46587,"TZA46587","TZA0480546587"
46564,"TZA46564","TZA0480146564"
46487,"TZA46487","TZA0479146487"
46605,"TZA46605","TZA0480946605"
46466,"TZA46466","TZA0478746466"
46596,"TZA46596","TZA0480746596"
46500,"TZA46500","TZA0479346500"
46572,"TZA46572","TZA0480346572"
46590,"TZA46590","TZA0480646590"
46616,"TZA46616","TZA0481046616"
46514,"TZA46514","TZA0479546514"
46560,"TZA46560","TZA0480146560"
46539,"TZA46539","TZA0479846539"
46463,"TZA46463","TZA0478646463"
46475,"TZA46475","TZA0478846475"
46485,"TZA46485","TZA0479046485"
46509,"TZA46509","TZA0479446509"
46556,"TZA46556","TZA0480046556"
46480,"TZA46480","TZA0478946480"
46530,"TZA46530","TZA0479746530"
46603,"TZA46603","TZA0480846603"
46585,"TZA46585","TZA0480546585"
46580,"TZA46580","TZA0480446580"
46570,"TZA46570","TZA0480246570"
46459,"TZA46459","TZA0478646459"
46482,"TZA46482","TZA0479046482"
46504,"TZA46504","TZA0479346504"
46574,"TZA46574","TZA0480346574"
46474,"TZA46474","TZA0478846474"
46536,"TZA46536","TZA0479846536"
46567,"TZA46567","TZA0480246567"
46644,"TZA46644","TZA0480846644"
46551,"TZA46551","TZA0480046551"
46582,"TZA46582","TZA0480546582"
46479,"TZA46479","TZA0478946479"
46598,"TZA46598","TZA0480746598"
46620,"TZA46620","TZA0481046620"
46492,"TZA46492","TZA0479146492"
46527,"TZA46527","TZA0479746527"
46517,"TZA46517","TZA0479546517"
46579,"TZA46579","TZA0480446579"
46562,"TZA46562","TZA0480146562"
46511,"TZA46511","TZA0479446511"
46591,"TZA46591","TZA0480646591"
46624,"TZA46624","TZA0478746624"
46611,"TZA46611","TZA0480946611"
46486,"TZA46486","TZA0479146486"
46476,"TZA46476","TZA0478946476"
46631,"TZA46631","TZA0479746631"
46470,"TZA46470","TZA0478846470"
46461,"TZA46461","TZA0478646461"
46483,"TZA46483","TZA0479046483"
46559,"TZA46559","TZA0480146559"
46516,"TZA46516","TZA0479546516"
46597,"TZA46597","TZA0480746597"
46576,"TZA46576","TZA0480346576"
46507,"TZA46507","TZA0479446507"
46568,"TZA46568","TZA0480246568"
46542,"TZA46542","TZA0479846542"
46604,"TZA46604","TZA0480846604"
46586,"TZA46586","TZA0480546586"
46581,"TZA46581","TZA0480446581"
46557,"TZA46557","TZA0480046557"
46622,"TZA46622","TZA0481046622"
46550,"TZA46550","TZA0479946550"
46610,"TZA46610","TZA0480946610"
46595,"TZA46595","TZA0480746595"
46477,"TZA46477","TZA0478946477"
46472,"TZA46472","TZA0478846472"
46506,"TZA46506","TZA0479446506"
46599,"TZA46599","TZA0480846599"
46535,"TZA46535","TZA0481146535"
46565,"TZA46565","TZA0480246565"
46589,"TZA46589","TZA0480646589"
46548,"TZA46548","TZA0479946548"
46554,"TZA46554","TZA0480046554"
46528,"TZA46528","TZA0479746528"
46583,"TZA46583","TZA0480546583"
46493,"TZA46493","TZA0479146493"
46465,"TZA46465","TZA0478646465"
46518,"TZA46518","TZA0479546518"
46577,"TZA46577","TZA0480346577"
46563,"TZA46563","TZA0480146563"
46608,"TZA46608","TZA0480946608"
46505,"TZA46505","TZA0479346505"
46460,"TZA46460","TZA0478646460"
46469,"TZA46469","TZA0478846469"
46498,"TZA46498","TZA0479346498"
46488,"TZA46488","TZA0479146488"
46613,"TZA46613","TZA0481046613"
46558,"TZA46558","TZA0480146558"
46515,"TZA46515","TZA0479546515"
46575,"TZA46575","TZA0480346575"
46566,"TZA46566","TZA0480246566"
46540,"TZA46540","TZA0481146540"
46602,"TZA46602","TZA0480846602"
46508,"TZA46508","TZA0479446508"
46549,"TZA46549","TZA0479946549"
46555,"TZA46555","TZA0480046555"
46584,"TZA46584","TZA0480546584"
46529,"TZA46529","TZA0479746529"
46609,"TZA46609","TZA0480946609"
46526,"TZA46526","TZA0479746526"
46471,"TZA46471","TZA0478846471"
46499,"TZA46499","TZA0479346499"
46606,"TZA46606","TZA0480946606"
46573,"TZA46573","TZA0480346573"
46615,"TZA46615","TZA0481046615"
46462,"TZA46462","TZA0478646462"
46552,"TZA46552","TZA0480046552"
46537,"TZA46537","TZA0479846537"
46491,"TZA46491","TZA0479146491"
46561,"TZA46561","TZA0480146561"
46512,"TZA46512","TZA0479446512"
46619,"TZA46619","TZA0481046619"
46501,"TZA46501","TZA0479346501"
46490,"TZA46490","TZA0479146490"
46538,"TZA46538","TZA0479846538"
46617,"TZA46617","TZA0481046617"
46541,"TZA46541","TZA0481146541"
46614,"TZA46614","TZA0481046614"
46543,"TZA46543","TZA0481146543"
46503,"TZA46503","TZA0479346503"
46547,"TZA46547","TZA0479946547"
46546,"TZA46546","TZA0479946546"
46544,"TZA46544","TZA0479946544"
46494,"TZA46494","TZA0479246494"
46496,"TZA46496","TZA0479246496"
46621,"TZA46621","TZA0481046621"
46519,"TZA46519","TZA0479646519"
46521,"TZA46521","TZA0479646521"
46523,"TZA46523","TZA0479646523"
46524,"TZA46524","TZA0479646524"
46522,"TZA46522","TZA0479646522"
46520,"TZA46520","TZA0479646520"
46594,"TZA46594","TZA0480746594"
46478,"TZA46478","TZA0478946478"
46627,"TZA46627","TZA0478946627"
46533,"TZA46533","TZA0479846533"
46643,"TZA46643","TZA0480646643"
46642,"TZA46642","TZA0480646642"
46497,"TZA46497","TZA0479246497"
46532,"TZA46532","TZA0479746532"
46634,"TZA46634","TZA0480046634"
46646,"TZA46646","TZA0480946646"
46612,"TZA46612","TZA0481046612"
46484,"TZA46484","TZA0479046484"
46636,"TZA46636","TZA0480146636"
46525,"TZA46525","TZA0479746525"
46571,"TZA46571","TZA0480346571"
46632,"TZA46632","TZA0479946632"
46545,"TZA46545","TZA0479946545"
46639,"TZA46639","TZA0480346639"
46601,"TZA46601","TZA0480846601"
46468,"TZA46468","TZA0478746468"
46640,"TZA46640","TZA0480546640"
46633,"TZA46633","TZA0479946633"
46641,"TZA46641","TZA0480546641"
46630,"TZA46630","TZA0479646630"
46628,"TZA46628","TZA0479246628"
46635,"TZA46635","TZA0480046635"
46645,"TZA46645","TZA0481146645"
46467,"TZA46467","TZA0478746467"
46626,"TZA46626","TZA0478846626"
46623,"TZA46623","TZA0478746623"
46495,"TZA46495","TZA0479246495"
46457,"TZA46457","TZA0480646457"
48699,"TGO48699","TGO0502148699"
48693,"TGO48693","TGO0502148693"
48688,"TGO48688","TGO0502048688"
48682,"TGO48682","TGO0501948682"
48678,"TGO48678","TGO0501948678"
48675,"TGO48675","TGO0501848675"
48673,"TGO48673","TGO0501848673"
48671,"TGO48671","TGO0501848671"
48698,"TGO48698","TGO0502148698"
48669,"TGO48669","TGO0501748669"
48690,"TGO48690","TGO0502148690"
48676,"TGO48676","TGO0501848676"
48700,"TGO48700","TGO0502148700"
48711,"TGO48711","TGO0502248711"
48683,"TGO48683","TGO0501948683"
48672,"TGO48672","TGO0501848672"
48668,"TGO48668","TGO0501748668"
48681,"TGO48681","TGO0501948681"
48708,"TGO48708","TGO0502248708"
48704,"TGO48704","TGO0502248704"
48705,"TGO48705","TGO0502248705"
48706,"TGO48706","TGO0501748706"
48697,"TGO48697","TGO0502148697"
48674,"TGO48674","TGO0501848674"
48670,"TGO48670","TGO0501848670"
48695,"TGO48695","TGO0502148695"
48666,"TGO48666","TGO0501748666"
48694,"TGO48694","TGO0502148694"
48689,"TGO48689","TGO0502148689"
48696,"TGO48696","TGO0502148696"
48680,"TGO48680","TGO0501948680"
48677,"TGO48677","TGO0501948677"
48691,"TGO48691","TGO0502148691"
48692,"TGO48692","TGO0502148692"
48712,"TGO48712","TGO0501948712"
48686,"TGO48686","TGO0502048686"
48684,"TGO48684","TGO0502048684"
48687,"TGO48687","TGO0502048687"
48685,"TGO48685","TGO0502048685"
48701,"TGO48701","TGO0502248701"
48707,"TGO48707","TGO0501748707"
48709,"TGO48709","TGO0502248709"
48710,"TGO48710","TGO0502248710"
48713,"TGO48713","TGO0501948713"
49745,"UGA49745","UGA0512449745"
49759,"UGA49759","UGA0512449759"
49761,"UGA49761","UGA0512449761"
49769,"UGA49769","UGA0512449769"
49774,"UGA49774","UGA0512449774"
49776,"UGA49776","UGA0512449776"
49758,"UGA49758","UGA0512449758"
49788,"UGA49788","UGA0512449788"
49789,"UGA49789","UGA0512449789"
49790,"UGA49790","UGA0512449790"
49731,"UGA49731","UGA0512449731"
49795,"UGA49795","UGA0512449795"
49791,"UGA49791","UGA0512449791"
49823,"UGA49823","UGA0512449823"
49811,"UGA49811","UGA0512449811"
49815,"UGA49815","UGA0512449815"
49709,"UGA49709","UGA0512549709"
49716,"UGA49716","UGA0512549716"
49717,"UGA49717","UGA0512549717"
49728,"UGA49728","UGA0512549728"
49812,"UGA49812","UGA0512549812"
49814,"UGA49814","UGA0512549814"
49706,"UGA49706","UGA0512349706"
49707,"UGA49707","UGA0512349707"
49708,"UGA49708","UGA0512349708"
49711,"UGA49711","UGA0512349711"
49733,"UGA49733","UGA0512349733"
49734,"UGA49734","UGA0512349734"
49827,"UGA49827","UGA0512349827"
49817,"UGA49817","UGA0512349817"
49805,"UGA49805","UGA0512349805"
49781,"UGA49781","UGA0512349781"
49803,"UGA49803","UGA0512349803"
49771,"UGA49771","UGA0512349771"
49767,"UGA49767","UGA0512349767"
49810,"UGA49810","UGA0512549810"
49715,"UGA49715","UGA0512349715"
49765,"UGA49765","UGA0512649765"
49762,"UGA49762","UGA0512449762"
49770,"UGA49770","UGA0512649770"
49808,"UGA49808","UGA0512649808"
49796,"UGA49796","UGA0512549796"
49719,"UGA49719","UGA0512549719"
49727,"UGA49727","UGA0512549727"
49723,"UGA49723","UGA0512549723"
49729,"UGA49729","UGA0512549729"
49833,"UGA49833","UGA0512549833"
49740,"UGA49740","UGA0512549740"
49743,"UGA49743","UGA0512549743"
49746,"UGA49746","UGA0512549746"
49732,"UGA49732","UGA0512549732"
49768,"UGA49768","UGA0512549768"
49751,"UGA49751","UGA0512549751"
49756,"UGA49756","UGA0512549756"
49834,"UGA49834","UGA0512549834"
49779,"UGA49779","UGA0512549779"
49780,"UGA49780","UGA0512549780"
49792,"UGA49792","UGA0512549792"
49804,"UGA49804","UGA0512549804"
49710,"UGA49710","UGA0512349710"
49837,"UGA49837","UGA0512349837"
49772,"UGA49772","UGA0512349772"
49754,"UGA49754","UGA0512349754"
49755,"UGA49755","UGA0512349755"
49714,"UGA49714","UGA0512349714"
49797,"UGA49797","UGA0512349797"
49838,"UGA49838","UGA0512349838"
49794,"UGA49794","UGA0512349794"
49802,"UGA49802","UGA0512349802"
49713,"UGA49713","UGA0512349713"
49816,"UGA49816","UGA0512349816"
49720,"UGA49720","UGA0512649720"
49799,"UGA49799","UGA0512649799"
49722,"UGA49722","UGA0512649722"
49737,"UGA49737","UGA0512649737"
49741,"UGA49741","UGA0512649741"
49742,"UGA49742","UGA0512649742"
49840,"UGA49840","UGA0512649840"
49749,"UGA49749","UGA0512649749"
49750,"UGA49750","UGA0512649750"
49752,"UGA49752","UGA0512649752"
49841,"UGA49841","UGA0512649841"
49757,"UGA49757","UGA0512649757"
49778,"UGA49778","UGA0512649778"
49842,"UGA49842","UGA0512649842"
49800,"UGA49800","UGA0512649800"
49806,"UGA49806","UGA0512649806"
49766,"UGA49766","UGA0512349766"
49784,"UGA49784","UGA0512349784"
49836,"UGA49836","UGA0512349836"
49801,"UGA49801","UGA0512349801"
49724,"UGA49724","UGA0512649724"
49787,"UGA49787","UGA0512649787"
49813,"UGA49813","UGA0512649813"
49785,"UGA49785","UGA0512449785"
49775,"UGA49775","UGA0512449775"
49726,"UGA49726","UGA0512449726"
49735,"UGA49735","UGA0512449735"
49730,"UGA49730","UGA0512449730"
49783,"UGA49783","UGA0512449783"
49725,"UGA49725","UGA0512449725"
49718,"UGA49718","UGA0512549718"
49773,"UGA49773","UGA0512549773"
49747,"UGA49747","UGA0512549747"
49763,"UGA49763","UGA0512549763"
49798,"UGA49798","UGA0512549798"
49809,"UGA49809","UGA0512549809"
49760,"UGA49760","UGA0512549760"
49721,"UGA49721","UGA0512649721"
49739,"UGA49739","UGA0512649739"
49818,"UGA49818","UGA0512349818"
49819,"UGA49819","UGA0512649819"
49820,"UGA49820","UGA0512649820"
49821,"UGA49821","UGA0512649821"
49753,"UGA49753","UGA0512649753"
49807,"UGA49807","UGA0512449807"
49824,"UGA49824","UGA0512549824"
49826,"UGA49826","UGA0512349826"
49828,"UGA49828","UGA0512649828"
49793,"UGA49793","UGA0512349793"
49829,"UGA49829","UGA0512649829"
49777,"UGA49777","UGA0512549777"
49830,"UGA49830","UGA0512449830"
49832,"UGA49832","UGA0512549832"
49738,"UGA49738","UGA0512549738"
49835,"UGA49835","UGA0512349835"
49712,"UGA49712","UGA0512349712"
49744,"UGA49744","UGA0512349744"
49782,"UGA49782","UGA0512349782"
49839,"UGA49839","UGA0512649839"
49736,"UGA49736","UGA0512649736"
49748,"UGA49748","UGA0512649748"
49764,"UGA49764","UGA0512649764"
49786,"UGA49786","UGA0512649786"
49843,"UGA49843","UGA0512549843"
57211,"YEM57211","YEM0571457211"
57227,"YEM57227","YEM0571457227"
57029,"YEM57029","YEM0570357029"
57214,"YEM57214","YEM0571457214"
57225,"YEM57225","YEM0571457225"
57219,"YEM57219","YEM0571457219"
57213,"YEM57213","YEM0571457213"
57208,"YEM57208","YEM0571457208"
57224,"YEM57224","YEM0571457224"
57218,"YEM57218","YEM0571457218"
57002,"YEM57002","YEM0570157002"
57025,"YEM57025","YEM0570357025"
57216,"YEM57216","YEM0571457216"
57007,"YEM57007","YEM0570157007"
57004,"YEM57004","YEM0570157004"
57022,"YEM57022","YEM0570357022"
57209,"YEM57209","YEM0571457209"
57006,"YEM57006","YEM0570157006"
57223,"YEM57223","YEM0571457223"
57009,"YEM57009","YEM0570157009"
57222,"YEM57222","YEM0571457222"
57221,"YEM57221","YEM0571457221"
57212,"YEM57212","YEM0571457212"
57008,"YEM57008","YEM0570157008"
57215,"YEM57215","YEM0571457215"
57217,"YEM57217","YEM0571457217"
57220,"YEM57220","YEM0571457220"
57010,"YEM57010","YEM0570157010"
57003,"YEM57003","YEM0570157003"
57021,"YEM57021","YEM0570357021"
57226,"YEM57226","YEM0571457226"
57210,"YEM57210","YEM0571457210"
57028,"YEM57028","YEM0570357028"
57001,"YEM57001","YEM0570157001"
57011,"YEM57011","YEM0570157011"
57005,"YEM57005","YEM0570157005"
57020,"YEM57020","YEM0570357020"
57024,"YEM57024","YEM0570357024"
57027,"YEM57027","YEM0570357027"
57023,"YEM57023","YEM0570357023"
57045,"YEM57045","YEM0570457045"
57026,"YEM57026","YEM0570357026"
57044,"YEM57044","YEM0570457044"
57041,"YEM57041","YEM0570457041"
57042,"YEM57042","YEM0570457042"
57038,"YEM57038","YEM0570457038"
57040,"YEM57040","YEM0570457040"
57039,"YEM57039","YEM0570457039"
57043,"YEM57043","YEM0570457043"
57033,"YEM57033","YEM0570457033"
57046,"YEM57046","YEM0570457046"
57032,"YEM57032","YEM0570457032"
57037,"YEM57037","YEM0570457037"
57047,"YEM57047","YEM0570457047"
57035,"YEM57035","YEM0570457035"
57049,"YEM57049","YEM0570457049"
57031,"YEM57031","YEM0570457031"
57048,"YEM57048","YEM0570457048"
57036,"YEM57036","YEM0570457036"
57030,"YEM57030","YEM0570457030"
57244,"YEM57244","YEM0571657244"
57034,"YEM57034","YEM0570457034"
57311,"YEM57311","YEM0572157311"
57086,"YEM57086","YEM0570757086"
57327,"YEM57327","YEM0572157327"
57295,"YEM57295","YEM0572057295"
57333,"YEM57333","YEM0572157333"
57305,"YEM57305","YEM0572057305"
57332,"YEM57332","YEM0572157332"
57325,"YEM57325","YEM0572157325"
57152,"YEM57152","YEM0571257152"
57321,"YEM57321","YEM0572157321"
57328,"YEM57328","YEM0572157328"
57176,"YEM57176","YEM0571257176"
57162,"YEM57162","YEM0571257162"
57323,"YEM57323","YEM0572157323"
57326,"YEM57326","YEM0572157326"
57318,"YEM57318","YEM0572157318"
57329,"YEM57329","YEM0572157329"
57314,"YEM57314","YEM0572157314"
57315,"YEM57315","YEM0572157315"
57149,"YEM57149","YEM0571257149"
57324,"YEM57324","YEM0572157324"
57330,"YEM57330","YEM0572157330"
57319,"YEM57319","YEM0572157319"
57322,"YEM57322","YEM0572157322"
57316,"YEM57316","YEM0572157316"
57317,"YEM57317","YEM0572157317"
57320,"YEM57320","YEM0572157320"
57153,"YEM57153","YEM0571257153"
57312,"YEM57312","YEM0572157312"
57095,"YEM57095","YEM0570757095"
57313,"YEM57313","YEM0572157313"
57331,"YEM57331","YEM0572157331"
57090,"YEM57090","YEM0570757090"
57092,"YEM57092","YEM0570757092"
57087,"YEM57087","YEM0570757087"
57091,"YEM57091","YEM0570757091"
57089,"YEM57089","YEM0570757089"
57085,"YEM57085","YEM0570757085"
57088,"YEM57088","YEM0570757088"
57093,"YEM57093","YEM0570757093"
57096,"YEM57096","YEM0570757096"
57171,"YEM57171","YEM0571257171"
57094,"YEM57094","YEM0570757094"
57188,"YEM57188","YEM0571357188"
57169,"YEM57169","YEM0571257169"
57193,"YEM57193","YEM0571357193"
57201,"YEM57201","YEM0571357201"
57179,"YEM57179","YEM0571357179"
57178,"YEM57178","YEM0571357178"
57194,"YEM57194","YEM0571357194"
57205,"YEM57205","YEM0571357205"
57202,"YEM57202","YEM0571357202"
57199,"YEM57199","YEM0571357199"
57181,"YEM57181","YEM0571357181"
57197,"YEM57197","YEM0571357197"
57170,"YEM57170","YEM0571257170"
57195,"YEM57195","YEM0571357195"
57187,"YEM57187","YEM0571357187"
57190,"YEM57190","YEM0571357190"
57180,"YEM57180","YEM0571357180"
57183,"YEM57183","YEM0571357183"
57184,"YEM57184","YEM0571357184"
57172,"YEM57172","YEM0571257172"
57182,"YEM57182","YEM0571357182"
57200,"YEM57200","YEM0571357200"
57196,"YEM57196","YEM0571357196"
57186,"YEM57186","YEM0571357186"
57198,"YEM57198","YEM0571357198"
57206,"YEM57206","YEM0571357206"
57157,"YEM57157","YEM0571257157"
57177,"YEM57177","YEM0571357177"
57203,"YEM57203","YEM0571357203"
57185,"YEM57185","YEM0571357185"
57070,"YEM57070","YEM0570657070"
57189,"YEM57189","YEM0571357189"
57191,"YEM57191","YEM0571357191"
57192,"YEM57192","YEM0571357192"
57161,"YEM57161","YEM0571257161"
57207,"YEM57207","YEM0571357207"
57204,"YEM57204","YEM0571357204"
57075,"YEM57075","YEM0570657075"
57068,"YEM57068","YEM0570657068"
57083,"YEM57083","YEM0570657083"
57073,"YEM57073","YEM0570657073"
57072,"YEM57072","YEM0570657072"
57160,"YEM57160","YEM0571257160"
57066,"YEM57066","YEM0570657066"
57159,"YEM57159","YEM0571257159"
57076,"YEM57076","YEM0570657076"
57061,"YEM57061","YEM0570657061"
57059,"YEM57059","YEM0570657059"
57163,"YEM57163","YEM0571257163"
57078,"YEM57078","YEM0570657078"
57080,"YEM57080","YEM0570657080"
57077,"YEM57077","YEM0570657077"
57069,"YEM57069","YEM0570657069"
57060,"YEM57060","YEM0570657060"
57062,"YEM57062","YEM0570657062"
57277,"YEM57277","YEM0571857277"
57079,"YEM57079","YEM0570657079"
57064,"YEM57064","YEM0570657064"
57081,"YEM57081","YEM0570657081"
57082,"YEM57082","YEM0570657082"
57067,"YEM57067","YEM0570657067"
57065,"YEM57065","YEM0570657065"
57071,"YEM57071","YEM0570657071"
57084,"YEM57084","YEM0570657084"
57063,"YEM57063","YEM0570657063"
57074,"YEM57074","YEM0570657074"
57168,"YEM57168","YEM0571257168"
57173,"YEM57173","YEM0571257173"
57156,"YEM57156","YEM0571257156"
57155,"YEM57155","YEM0571257155"
57147,"YEM57147","YEM0571257147"
57174,"YEM57174","YEM0571257174"
